id;source;type_texte;numero;date_publication;date_jort;numero_jort;ministere;domaine_juridique;risque_conformite;obligations_legales;penalites_potentielles;textes_references;titre;type_operation;contenu_resume;acteurs;mots_cles;zone_geographique;superficie_m2;superficie_texte;titre_foncier;tpd;beneficiaire;destination;prix_cession_TND;double_marche_dinars_devises;investissement_etranger;logement_social;zone_industrielle;commission_pct_min;commission_pct_max;montant_TND_min;montant_TND_max;unite_tarif;negociable;gouvernorat_stats_logements_milliers;gouvernorat_pct_parc_national;gouvernorat_augmentation_nette_2014_2024_milliers;gouvernorat_taux_croissance_10ans_pct;gouvernorat_pression_immobiliere;taux_logements_occupes_pct;taux_branchement_electricite_pct;taux_branchement_eau_pct
droits_reels_art_65;droits_reels;article;65;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
part; de supporter les charges afférentes à la chose commune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ainsi que les frais d'administration et d'exploitation.""";municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_66;droits_reels;article;66;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dépenses utiles et voluptuaires que s'il les a expressément ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"tacitement autorisées.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_67;droits_reels;article;67;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
privativement à tour de rôle de la chose commune. Dans ce cas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chacun d'eux peut disposer; à titre gratuit ou onéreux; du droit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
privatif dont il jouit; pour le temps de sa jouissance; et ne doit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aucun compte à ses coindivisaires de ce qu'il a perçu. Toutefois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
il ne peut rien faire qui empêche ou diminue le droit des autres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
coindivisaires;" lorsque leur tour de jouissance sera venu.""";municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_68;droits_reels;article;68;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
minorité pour ce qui a trait à l'administration et à la jouissance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de la chose commune; à condition que cette majorité représente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les trois quarts des intérêts qui forment l'objet de l'indivision.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Si la majorité n'atteint pas les trois quarts; chaque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
coindivisaire peut saisir le tribunal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"26""";municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_69;droits_reels;article;69;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) lorsqu'il s'agit d'actes de disposition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) lorsqu'il s'agit d'innover à la chose commune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) dans les cas où il s'agit de contracter des obligations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"nouvelles.""";municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_70;droits_reels;article;70;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) par la perte totale de la chose commune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) lorsque les coindivisaires n'ont plus de droits sur la chose;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) par la réunion de toutes les quotes-parts sur la tête d'un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
seul coindivisaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4) par le partage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5) par la licitation.""";municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_71;droits_reels;article;71;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chacun des coindivisaires peut toujours provoquer le partage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nonobstant toute clause contraire.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toutefois; les coindivisaires peuvent convenir par écrit de ne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pas demander le partage pendant un délai déterminé. Le tribunal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pourra; cependant; ordonner la résiliation de la convention et le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
partage; s'il y a juste motif.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le délai fixé par la convention ne peut pas dépasser cinq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
années. Si les coindivisaires conviennent d'un délai supérieur;" """;Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_72;droits_reels;article;72;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
séparation entre bâtiments jusqu'à l'héberge; ou entre cours et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jardins et même entre enclos dans les champs; est présumé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mitoyen;" s'il n'y a coutume ou marque du contraire.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_73;droits_reels;article;73;;;;;Urbanisme / Construction;MOYEN;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
public; s'il n'y a titre ou marque du contraire.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il y a marque de propriété privée lorsqu'il existe des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
constructions au-dessus de la rue ou au moins des arceaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
joignant les murs élevés de chaque côté de la rue.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Si la construction ou l'arceau placé au-dessus de la rue est;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
détruit par vétusté; accident ou autrement; le propriétaire ne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pourra les reconstruire à moins d'une autorisation spéciale.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"La propriété privée du dessus d'une rue a pour c""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_74;droits_reels;article;74;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
charge des copropriétaires et proportionnellement au droit de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chacun d'eux.""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_75;droits_reels;article;75;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aux réparations et reconstructions en abandonnant le droit de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mitoyenneté; pourvu que le mur mitoyen ne soutienne pas un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bâtiment lui appartenant.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_76;droits_reels;article;76;;;;;Réglementation Générale;MOYEN;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
y faire placer des poutres jusqu'à la moitié de son épaisseur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ne peut dépasser cette épaisseur qu'avec l'autorisation écrite de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"son voisin.""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_77;droits_reels;article;77;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mais il doit payer seul la dépense de l'exhaussement; les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
réparations d'entretien au-dessus de la hauteur de la clôture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commune; et; en outre; l'indemnité de la surcharge en raison de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l'exhaussement.""";propriétaire | municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_78;droits_reels;article;78;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l'exhaussement; celui qui veut l'exhausser doit le faire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
reconstruire en entier à ses frais; et l'excédent d'épaisseur doit se;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"prendre de son immeuble.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_79;droits_reels;article;79;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mitoyen; peut en acquérir la mitoyenneté en payant la moitié de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la dépense qu'a coûté l'exhaussement; et la valeur de la moitié;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
du sol fourni pour l'excédent d'épaisseur;" s'il y en a.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_80;droits_reels;article;80;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mitoyen aucun enfoncement; ni y appliquer ou appuyer aucun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ouvrage autre qu'une construction légère sans le consentement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de l'autre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_81;droits_reels;article;81;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
servitudes actives et passives se continuent à l'égard du nouveau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mur ou de la nouvelle maison sans; toutefois; qu'elles puissent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
être aggravées et sous réserve des règles de la prescription en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
matière de propriété non immatriculée.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"29""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_82;droits_reels;article;82;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
appartenant à divers propriétaires est réputé mitoyen s'il n'y a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"coutume ou marque contraire.""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_83;droits_reels;article;83;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
communs; mais le voisin peut se soustraire à cette obligation en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
renonçant à la mitoyenneté.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cette faculté cesse si le fossé sert habituellement à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l'écoulement des eaux.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_84;droits_reels;article;84;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jusqu'à la limite de sa propriété; à la charge de construire un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mur sur cette limite.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La même règle est applicable au copropriétaire d'un fossé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mitoyen qui ne sert qu'à la clôture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chapitre III;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
De la copropriété des immeubles divisés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"par étages ou par appartements""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_85;droits_reels;article;85;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorsque l’immeuble construit ou le groupe d’immeubles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
construits est propriété de plusieurs personnes et comporte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
plusieurs étages ou appartements ou locaux commerciaux ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
professionnels ou autres appartenant privativement à une seule;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
personne ou plusieurs personnes; celles-ci sont présumées;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
copropriétaires du terrain sur lequel est édifié l’immeuble; ainsi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
que de ses parties communes qui ne sont pas destinées à l’usage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exclusif;" ou à l’intérêt d""";propriétaire | municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_86;droits_reels;article;86;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
appartements est régie par les mêmes règles que l'indivision et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"le mur mitoyen sous réserve des dispositions suivantes.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_87;droits_reels;article;87;;;;;Réglementation Générale;MOYEN;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
communes de l'immeuble suivant leur destination et sans faire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
obstacle aux droits des autres propriétaires.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A défaut de convention contraire; il a; dans les parties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
communes; des droits proportionnels à sa part divise dans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l'immeuble.""";propriétaire | municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_88;droits_reels;article;88;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d'entretien; de réparation et d'administration des parties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
communes. Sa contribution aux charges est; sauf convention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
contraire; proportionnelle à sa part divise dans l'immeuble.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"31""";propriétaire | municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_89;droits_reels;article;89;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L’ensemble des propriétaires visés au paragraphe premier de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l’""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_85;droits_reels;article;85;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vertu de la présente loi en syndicat d ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vertu de la présente loi en syndicat de propriétaires doté de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
personnalité civile; et d’un président qui en est le mandataire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
légal; chargé de la représenter en justice en tant que;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
demanderesse ou défenderesse; ainsi qu’auprès des diverses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
administrations et entreprises publiques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le président du syndicat est choisi conformément aux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"dispositions de l’""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_97;droits_reels;article;97;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le président du syndicat peut être assisté d’un comité;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
composé de trois à neuf propriétaires choisis parmi eux à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"majorité fixée à l’""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_91;droits_reels;article;91;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le syndicat des propriétaires est chargé notamment de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
conservation de l’immeuble ou de l’ensemble immobilier; de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gestion et de l’entretien des parties communes; conformément;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aux dispositions du présent code; et du règlement de copropriété;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"visé à l’""";propriétaire | municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_90;droits_reels;article;90;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
organismes de professionnels; tous contrats nécessaires à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
préservation; au gardiennage et à l’entretien de l’immeuble.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il peut au besoin engager et suivre; pour le compte des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriétaires; toutes procédures d’immatriculation ou de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"régularisation foncière.""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_90;droits_reels;article;90;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le syndicat des propriétaires doit adopter un règlement dit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
« règlement de copropriété » comportant la détermination; la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fixation et la description de chaque partie commune; en vue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’assurer la bonne utilisation et la bonne gestion de l’immeuble;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et ce; conformément à un règlement-type approuvé par décret;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pris sur proposition du ministre chargé des affaires foncières.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il peut être ajouté à ce règlement de copropriété des règles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"spécifiques rép""";propriétaire | municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_91;droits_reels;article;91;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aux procédures fixées par le règlement de copropriété.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ce règlement oblige l’ensemble des propriétaires ainsi que;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ceux qui acquièrent d’eux un droit sur l’immeuble.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Un exemplaire du texte du règlement de copropriété est;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
déposé au siège de la collectivité locale dans le circonscription;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de laquelle est situé l’immeuble.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Un autre exemplaire est déposé à la conservation de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriété foncière lorsqu’il s’agit d’un immeuble immatriculé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"pour être mentionné sur les ti""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_91;droits_reels;article;91;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L’insertion ou la modification des règles spécifiques dans le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
règlement de copropriété ne peut avoir lieu qu’à la majorité des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriétaires présents ou de leurs représentants; et chacun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’entre eux dispose d’un nombre de voix correspondant à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fraction qui lui revient dans les parties communes et indivises.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toutefois; lorsque la fraction dont dispose un propriétaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dépasse la moitié de l’ensemble des parts dans les parties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
communes indivises;" """;propriétaire | municipalité;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_92;droits_reels;article;92;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le président du syndicat peut; à son initiative ou à celle du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tiers au moins des propriétaires convoquer une assemblée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
générale pour connaître des questions relatives à la gestion des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
